Account Name,Service Name,Audit Type,Location,Address,City,State,Zip,Round,Scheduled Date,Start Date,Completion Date,Audit Duration,Score,Golf Score,Specialist,RP Order #,Status,Imported From,Sent To Client,Report
OCP Corp,OCP Corp Audit,Audit,T1015,4942 NE Northgate Way,New Bern,WA,28562-5220,Round 3 - 2013,6/5/13 0:00,6/5/13 9:06,6/5/13 11:34,147,92.51,3,Chad Smurf,8061250,Closed,,2013-06-06T02:53:36.320,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1446,4943 NE Northgate Way,Goshen,WA,46526-5854,Round 3 - 2013,6/5/13 0:00,6/5/13 9:06,6/5/13 11:31,144,94.94,4,Lita Willimas,8060840,Closed,,2013-06-05T22:53:54.317,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0635,4944 NE Northgate Way,Indianapolis,WA,46250-4505,Round 3 - 2013,6/5/13 0:00,6/5/13 8:23,6/5/13 10:56,152,97.26,2,Kimiko Cabe,8061538,Closed,,2013-06-06T00:41:30.643,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1939,4945 NE Northgate Way,Altoona,WA,50009-1024,Round 3 - 2013,6/5/13 0:00,6/5/13 8:18,6/5/13 10:42,144,1,1,Zenaida Koran,8059349,Closed,,2013-06-06T02:58:33.047,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1939,4946 NE Northgate Way,Altoona,WA,50009-1024,Round 3 - 2013,6/5/13 0:00,6/5/13 8:07,6/5/13 10:40,153,93.11,6,Gerald Schoenberger,8060547,Closed,,2013-06-06T02:58:36.020,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1859,4947 NE Northgate Way,Lakeland,WA,33809-3815,Round 3 - 2013,6/5/13 0:00,6/5/13 7:54,6/5/13 10:15,140,0,0,Jayne Mcbain,8059194,Closed,,2013-06-05T21:20:15.320,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1859,4948 NE Northgate Way,Lakeland,WA,33809-3815,Round 3 - 2013,6/5/13 0:00,6/5/13 7:53,6/5/13 10:15,141,90.64,5,Forrest Boze,8060629,Closed,,2013-06-05T21:20:15.130,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1977,4949 NE Northgate Way,St Joseph,WA,64506-1553,Round 3 - 2013,6/5/13 0:00,6/5/13 8:10,6/5/13 10:11,120,1,1,Tana Nolley,8059430,Closed,,2013-06-05T22:54:24.687,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1977,4950 NE Northgate Way,St Joseph,WA,64506-1553,Round 3 - 2013,6/5/13 0:00,6/5/13 8:02,6/5/13 10:11,128,92.58,2,Rachele Lashua,8060500,Closed,,2013-06-05T22:54:24.173,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0661,4951 NE Northgate Way,Willmar,WA,56201-4215,Round 3 - 2013,6/5/13 0:00,6/5/13 8:07,6/5/13 10:05,117,94.52,4,Jacinta Pease,8061524,Closed,,2013-06-05T22:10:08.920,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1336,4952 NE Northgate Way,Houston,WA,77025-2703,Round 3 - 2013,6/4/13 0:00,6/4/13 14:41,6/4/13 16:38,116,2,2,Dorris Lyford,8059355,Closed,,2013-06-04T21:47:16.973,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1336,4953 NE Northgate Way,Houston,WA,77025-2703,Round 3 - 2013,6/4/13 0:00,6/4/13 11:18,6/4/13 16:38,319,84.64,19,Kizzie Rea,8060937,Closed,,2013-06-04T21:47:24.697,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1517,4954 NE Northgate Way,Flower Mound,WA,75028-2224,Round 3 - 2013,6/4/13 0:00,6/4/13 11:17,6/4/13 15:54,276,88.96,11,Sherly Gaudet,8060766,Closed,,2013-06-05T05:15:40.953,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1517,4955 NE Northgate Way,Flower Mound,WA,75028-2224,Round 3 - 2013,6/4/13 0:00,6/4/13 11:19,6/4/13 15:50,270,0,0,Anamaria Durbin,8059252,Closed,,2013-06-05T05:15:32.997,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1226,4956 NE Northgate Way,Jacksonville,WA,28546,Round 3 - 2013,6/4/13 0:00,6/4/13 14:06,6/4/13 15:46,99,98.65,1,Gillian Ceasar,8061046,Closed,,2013-06-05T01:33:35.187,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2345,4957 NE Northgate Way,Wentzville,WA,63385-3896,Round 3 - 2013,6/4/13 0:00,6/4/13 12:38,6/4/13 15:23,164,1,1,Lorretta Marcial,8059555,Closed,,2013-06-05T00:15:30.077,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2345,4958 NE Northgate Way,Wentzville,WA,63385-3896,Round 3 - 2013,6/4/13 0:00,6/4/13 12:34,6/4/13 15:20,165,87.17,8,Shirl Winger,8060182,Closed,,2013-06-05T00:15:35.387,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1385,4959 NE Northgate Way,Wheeling,WA,60090,Round 3 - 2013,6/4/13 0:00,6/4/13 12:32,6/4/13 14:57,144,83.83,5,Astrid Adamo,8060889,Closed,,2013-06-05T03:53:41.293,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1534,4960 NE Northgate Way,West Chester Townshi,WA,45069-2794,Round 3 - 2013,6/4/13 0:00,6/4/13 11:38,6/4/13 14:11,152,91.82,5,Enda Lotts,8060746,Closed,,2013-06-04T22:20:14.170,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0813,4961 NE Northgate Way,Venice,WA,34293-5131,Round 3 - 2013,6/4/13 0:00,6/4/13 11:12,6/4/13 14:05,172,94.73,4,Jayme Everette,8061420,Closed,,2013-06-04T19:24:28.890,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2253,4962 NE Northgate Way,Watertown,WA,13601,Round 3 - 2013,6/4/13 0:00,6/4/13 11:52,6/4/13 14:02,129,96.23,4,Syreeta Updike,8060268,Closed,,2013-06-05T00:34:56.340,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0341,4963 NE Northgate Way,Tacoma,WA,98405-1603,Round 3 - 2013,6/4/13 0:00,6/4/13 11:21,6/4/13 13:59,157,98.73,1,Ja Kluender,8061595,Closed,,2013-06-05T00:07:40.417,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0341,4964 NE Northgate Way,Tacoma,WA,98405-1603,Round 3 - 2013,6/4/13 0:00,6/4/13 11:25,6/4/13 13:53,147,0,0,Casandra Ryder,8059144,Closed,,2013-06-05T00:07:40.680,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1826,4965 NE Northgate Way,Raleigh,WA,27616,Round 3 - 2013,6/4/13 0:00,6/4/13 8:51,6/4/13 13:47,295,89.84,8,Ashleigh Milliken,8060656,Closed,,2013-06-04T21:12:36.993,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2006,4966 NE Northgate Way,Staten Island,WA,10309-2502,Round 3 - 2013,6/4/13 0:00,6/4/13 9:27,6/4/13 13:34,246,90.89,7,Evelyn Dykeman,8060496,Closed,,2013-06-04T22:49:38.460,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2006,4967 NE Northgate Way,Staten Island,WA,10309-2502,Round 3 - 2013,6/4/13 0:00,6/4/13 9:29,6/4/13 13:32,243,4,4,Shantell Messersmith,8059439,Closed,,2013-06-04T22:49:37.907,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T1531,4968 NE Northgate Way,Waco,WA,76710-4442,Round 3 - 2013,6/4/13 0:00,6/4/13 10:33,6/4/13 13:18,164,4,4,Harland Gullett,8058923,Closed,,2013-06-05T00:08:24.203,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1531,4969 NE Northgate Way,Waco,WA,76710-4442,Round 3 - 2013,6/4/13 0:00,6/4/13 10:30,6/4/13 13:17,166,76.81,11,Vivienne Pawloski,8060755,Closed,,2013-06-05T00:08:25.267,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0203,4970 NE Northgate Way,Chula Vista,WA,91911,Round 3 - 2013,6/4/13 0:00,6/4/13 9:38,6/4/13 13:15,216,86.69,7,Dian Bosio,8061693,Closed,,2013-06-06T14:54:48.870,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0203,4971 NE Northgate Way,Chula Vista,WA,91911,Round 3 - 2013,6/4/13 0:00,6/4/13 9:42,6/4/13 13:14,211,3,3,Florine Lawley,8059938,Closed,,2013-06-06T14:54:45.353,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T1057,4972 NE Northgate Way,Orchard Park,WA,14127-1555,Round 3 - 2013,6/4/13 0:00,6/4/13 10:01,6/4/13 13:02,180,0,0,Marlo Gramlich,8058786,Closed,,2013-06-05T01:48:03.340,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1057,4973 NE Northgate Way,Orchard Park,WA,14127-1555,Round 3 - 2013,6/4/13 0:00,6/4/13 9:59,6/4/13 13:01,181,83.99,7,Meryl Mckissick,8061207,Closed,,2013-06-05T01:48:06.907,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2813,4974 NE Northgate Way,Albuquerque,WA,87110,Round 3 - 2013,6/4/13 0:00,6/4/13 8:32,6/4/13 11:29,176,91.47,6,Jerri Goetzinger,8061814,Closed,,2013-06-04T20:05:17.090,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2813,4975 NE Northgate Way,Albuquerque,WA,87110,Round 3 - 2013,6/4/13 0:00,6/4/13 8:31,6/4/13 11:28,176,2,2,Reinaldo Demarco,8151766,Closed,,2013-06-04T20:05:14.417,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1210,4976 NE Northgate Way,Hutchinson,WA,55350-3801,Round 3 - 2013,6/4/13 0:00,6/4/13 9:26,6/4/13 11:28,121,90.46,3,Kristy Yancy,8061067,Closed,,2013-06-05T01:44:55.547,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1858,4977 NE Northgate Way,Charlottesville,WA,22911,Round 3 - 2013,6/4/13 0:00,6/4/13 8:47,6/4/13 11:06,138,94.95,4,Ona Boso,8060628,Closed,,2013-06-04T22:55:57.657,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1858,4978 NE Northgate Way,Charlottesville,WA,22911,Round 3 - 2013,6/4/13 0:00,6/4/13 8:51,6/4/13 11:04,132,1,1,Robbin Cantero,8059858,Closed,,2013-06-04T22:56:28.177,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T0904,4979 NE Northgate Way,Grand Rapids,WA,55744-2507,Round 3 - 2013,6/4/13 0:00,6/4/13 8:32,6/4/13 10:55,142,2,2,Gilberte Veith,8059038,Closed,,2013-06-04T20:43:33.787,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0904,4980 NE Northgate Way,Grand Rapids,WA,55744-2507,Round 3 - 2013,6/4/13 0:00,6/4/13 8:29,6/4/13 10:53,143,95.1,5,Sylvie Toupin,8061328,Closed,,2013-06-04T20:43:35.777,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1205,4981 NE Northgate Way,Gig Harbor,WA,98332-7891,Round 3 - 2013,6/4/13 0:00,6/4/13 8:49,6/4/13 10:48,118,100,0,Angeles Vickery,8061061,Closed,,2013-06-05T00:07:05.907,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1216,4982 NE Northgate Way,Washington,WA,15301-2701,Round 3 - 2013,6/4/13 0:00,6/4/13 8:46,6/4/13 10:46,119,93.67,5,Hollie Faller,8061060,Closed,,2013-06-05T00:47:39.657,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1411,4983 NE Northgate Way,Rosemead,WA,91770,Round 3 - 2013,6/4/13 0:00,6/4/13 7:41,6/4/13 10:32,170,87.68,4,Shaunna Lawry,8060867,Closed,,2013-06-05T01:20:34.483,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1411,4984 NE Northgate Way,Rosemead,WA,91770,Round 3 - 2013,6/4/13 0:00,6/4/13 8:10,6/4/13 10:30,139,1,1,Edmundo Job,8059411,Closed,,2013-06-05T01:20:34.493,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0953,4985 NE Northgate Way,Lufkin,WA,75901-5644,Round 3 - 2013,6/4/13 0:00,6/4/13 8:00,6/4/13 9:55,114,94.36,3,Kendall Goguen,8061288,Closed,,2013-06-04T21:40:50.957,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2145,4986 NE Northgate Way,Denton,WA,76205-4801,Round 3 - 2013,6/3/13 0:00,6/3/13 13:04,6/3/13 17:10,245,1,1,Shona Dodd,8059689,Closed,,2013-06-04T05:14:12.993,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2145,4987 NE Northgate Way,Denton,WA,76205-4801,Round 3 - 2013,6/3/13 0:00,6/3/13 13:02,6/3/13 17:08,245,92.89,8,Suzanna Tusing,8060371,Closed,,2013-06-04T05:14:17.113,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0107,4988 NE Northgate Way,Anderson,WA,46013-3140,Round 3 - 2013,6/3/13 0:00,6/3/13 14:52,6/3/13 17:04,131,98.65,1,Latarsha Preslar,8061719,Closed,,2013-06-04T00:18:56.687,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1070,4989 NE Northgate Way,Waukegan,WA,60087-2231,Round 3 - 2013,6/3/13 0:00,6/3/13 13:36,6/3/13 15:53,136,90.49,5,Lyman Shemwell,8061195,Closed,,2013-06-04T03:31:13.010,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1269,4990 NE Northgate Way,Plymouth Meeting,WA,19462,Round 3 - 2013,6/3/13 0:00,6/3/13 12:10,6/3/13 14:57,166,91.97,3,Nellie Madding,8061007,Closed,,2013-06-04T02:16:48.717,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1269,4991 NE Northgate Way,Plymouth Meeting,WA,19462,Round 3 - 2013,6/3/13 0:00,6/3/13 12:12,6/3/13 14:56,163,1,1,Adeline Mccusker,8059878,Closed,,2013-06-04T02:17:20.570,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T1023,4992 NE Northgate Way,St. Petersburg,WA,33709-4020,Round 3 - 2013,6/3/13 0:00,6/3/13 11:55,6/3/13 14:54,179,0,0,Roseanna Pillar,8059408,Closed,,2013-06-03T19:59:38.480,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1023,4993 NE Northgate Way,St. Petersburg,WA,33709-4020,Round 3 - 2013,6/3/13 0:00,6/3/13 11:55,6/3/13 14:54,179,93.99,5,Chad Smurf,8061245,Closed,,2013-06-03T19:59:39.933,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1184,4994 NE Northgate Way,Manalapan,WA,7726,Round 3 - 2013,6/3/13 0:00,6/3/13 11:20,6/3/13 14:00,159,93.67,5,Lita Willimas,8061090,Closed,,2013-06-04T21:51:46.590,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1501,4995 NE Northgate Way,Colorado Springs,WA,80922,Round 3 - 2013,6/3/13 0:00,6/3/13 8:02,6/3/13 13:55,352,91.77,8,Kimiko Cabe,8060786,Closed,,2013-06-03T23:22:57.043,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1501,4996 NE Northgate Way,Colorado Springs,WA,80922,Round 3 - 2013,6/3/13 0:00,6/3/13 8:04,6/3/13 13:53,348,0,0,Zenaida Koran,8059237,Closed,,2013-06-03T23:22:52.430,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T0991,4997 NE Northgate Way,Middletown,WA,45044-8946,Round 3 - 2013,6/3/13 0:00,6/3/13 12:05,6/3/13 13:50,104,97.14,1,Gerald Schoenberger,8061265,Closed,,2013-06-03T23:42:10.470,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1474,4998 NE Northgate Way,Dickson City,WA,18519-1688,Round 3 - 2013,6/3/13 0:00,6/3/13 9:56,6/3/13 13:21,204,69.1,12,Jayne Mcbain,8060808,Closed,,2013-06-03T19:47:00.063,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0663,4999 NE Northgate Way,Mankato,WA,56001-4864,Round 3 - 2013,6/3/13 0:00,6/3/13 10:54,6/3/13 13:18,143,91.97,3,Forrest Boze,8061514,Closed,,2013-06-04T01:02:48.013,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0663,5000 NE Northgate Way,Mankato,WA,56001-4864,Round 3 - 2013,6/3/13 0:00,6/3/13 10:55,6/3/13 13:17,141,1,1,Tana Nolley,8059213,Closed,,2013-06-04T01:02:50.377,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2290,5001 NE Northgate Way,Renton,WA,98057-5521,Round 3 - 2013,6/3/13 0:00,6/3/13 10:43,6/3/13 13:06,142,97.2,3,Rachele Lashua,8060229,Closed,,2013-06-04T00:07:32.987,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2290,5002 NE Northgate Way,Renton,WA,98057-5521,Round 3 - 2013,6/3/13 0:00,6/3/13 10:47,6/3/13 13:05,137,0,0,Jacinta Pease,8059744,Closed,,2013-06-04T00:07:30.603,Yum - FSC Single Department.pdf
OCP Corp, Express Audit,Audit,T2132,5003 NE Northgate Way,Charlotte,WA,28273-8850,Round 3 - 2013,6/3/13 0:00,6/3/13 8:23,6/3/13 13:02,278,0,0,Dorris Lyford,8058906,Closed,,2013-06-03T18:24:09.480,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2132,5004 NE Northgate Way,Charlotte,WA,28273-8850,Round 3 - 2013,6/3/13 0:00,6/3/13 8:22,6/3/13 13:02,279,90.04,11,Kizzie Rea,8060382,Closed,,2013-06-21T16:36:44.410,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1140,5005 NE Northgate Way,El Cajon,WA,92019,Round 3 - 2013,6/3/13 0:00,6/3/13 9:27,6/3/13 12:26,178,0,0,Sherly Gaudet,8059123,Closed,,2013-06-04T14:29:30.143,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1312,5006 NE Northgate Way,Dover,WA,19901-4708,Round 3 - 2013,6/3/13 0:00,6/3/13 9:05,6/3/13 12:21,195,82.68,7,Anamaria Durbin,8060963,Closed,,2013-06-03T19:42:18.230,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1140,5007 NE Northgate Way,El Cajon,WA,92019,Round 3 - 2013,6/3/13 0:00,6/3/13 9:25,6/3/13 12:20,174,93.46,7,Gillian Ceasar,8061132,Closed,,2013-06-04T00:42:38.457,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2395,5008 NE Northgate Way,Wesley Chapel,WA,28104-7924,Round 3 - 2013,6/3/13 0:00,6/3/13 8:46,6/3/13 12:01,194,1,1,Lorretta Marcial,8058801,Closed,,2013-06-04T03:53:56.520,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2395,5009 NE Northgate Way,Wesley Chapel,WA,28104-7924,Round 3 - 2013,6/3/13 0:00,6/3/13 8:37,6/3/13 11:55,197,93.99,5,Shirl Winger,8060130,Closed,,2013-06-04T03:53:58.100,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1131,5010 NE Northgate Way,St. Petersburg,WA,33702-4111,Round 3 - 2013,6/3/13 0:00,6/3/13 8:28,6/3/13 11:25,176,97.47,2,Astrid Adamo,8061135,Closed,,2013-06-03T19:59:38.617,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1390,5011 NE Northgate Way,Tucker,WA,30084-5310,Round 3 - 2013,6/3/13 0:00,6/3/13 8:18,6/3/13 11:17,178,67.13,9,Enda Lotts,8060882,Closed,,2013-06-05T17:44:02.773,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1399,5012 NE Northgate Way,Lake Charles,WA,70601-8361,Round 3 - 2013,6/3/13 0:00,6/3/13 9:12,6/3/13 11:03,110,95.74,2,Jayme Everette,8060879,Closed,,2013-06-03T22:49:57.080,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1080,5013 NE Northgate Way,Raleigh,WA,27613-1900,Round 3 - 2013,6/3/13 0:00,6/3/13 8:46,6/3/13 11:00,133,93.24,2,Syreeta Updike,8061181,Closed,,2013-06-03T20:40:57.253,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1064,5014 NE Northgate Way,Wenatchee,WA,98801-1548,Round 3 - 2013,6/3/13 0:00,6/3/13 8:38,6/3/13 10:36,117,94.51,1,Ja Kluender,8061202,Closed,,2013-06-04T04:34:21.427,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2356,5015 NE Northgate Way,Magnolia,WA,77354-6073,Round 3 - 2013,6/3/13 0:00,6/3/13 8:06,6/3/13 10:28,141,0,0,Casandra Ryder,8058876,Closed,,2013-06-03T22:25:44.750,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2356,5016 NE Northgate Way,Magnolia,WA,77354-6073,Round 3 - 2013,6/3/13 0:00,6/3/13 8:01,6/3/13 10:28,146,93.99,5,Ashleigh Milliken,8060165,Closed,,2013-06-03T22:25:46.647,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0350,5017 NE Northgate Way,Flint,WA,48507-1273,Round 3 - 2013,6/3/13 0:00,6/3/13 8:02,6/3/13 10:25,142,91.97,3,Evelyn Dykeman,8061592,Closed,,2013-06-03T20:46:17.003,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0659,5018 NE Northgate Way,Baxter,WA,56425-9744,Round 3 - 2013,6/3/13 0:00,6/3/13 8:00,6/3/13 10:15,134,97.5,2,Shantell Messersmith,8061522,Closed,,2013-06-03T21:27:16.537,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0339,5019 NE Northgate Way,Bellevue,WA,98006-1286,Round 3 - 2013,6/3/13 0:00,6/3/13 7:59,6/3/13 10:13,133,93.35,4,Harland Gullett,8061594,Closed,,2013-06-03T17:30:39.610,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2136,5020 NE Northgate Way,Puyallup,WA,98374-9321,Round 3 - 2013,5/31/13 0:00,5/31/13 14:42,5/31/13 17:59,196,1,1,Vivienne Pawloski,8059281,Closed,,2013-06-01T02:24:15.980,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2136,5021 NE Northgate Way,Puyallup,WA,98374-9321,Round 3 - 2013,5/31/13 0:00,5/31/13 14:43,5/31/13 17:59,195,93.8,3,Dian Bosio,8060374,Closed,,2013-06-01T02:24:20.963,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0799,5022 NE Northgate Way,Sarasota,WA,34232-6401,Round 3 - 2013,5/31/13 0:00,5/31/13 14:32,5/31/13 17:25,173,91.72,6,Florine Lawley,8061430,Closed,,2013-05-31T22:17:59.903,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0205,5023 NE Northgate Way,San Diego,WA,92111,Round 3 - 2013,5/31/13 0:00,5/31/13 14:33,5/31/13 17:04,150,90.89,6,Marlo Gramlich,8061683,Closed,,2013-06-01T01:34:12.013,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T2569,5024 NE Northgate Way,Las Vegas,WA,89130-8001,Round 3 - 2013,5/31/13 0:00,5/31/13 14:15,5/31/13 16:34,138,2,2,Meryl Mckissick,8059012,Closed,,2013-06-01T04:42:55.157,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T2569,5025 NE Northgate Way,Las Vegas,WA,89130-8001,Round 3 - 2013,5/31/13 0:00,5/31/13 14:12,5/31/13 16:33,140,95.82,3,Jerri Goetzinger,8060020,Closed,,2013-06-01T04:42:55.407,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2099,5026 NE Northgate Way,Carlisle,WA,17013-3117,Round 3 - 2013,5/31/13 0:00,5/31/13 13:13,5/31/13 16:18,184,86.67,7,Reinaldo Demarco,8060413,Closed,,2013-06-01T03:34:08.050,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T1505,5027 NE Northgate Way,Mooresville,WA,28117-6829,Round 3 - 2013,5/31/13 0:00,5/31/13 11:46,5/31/13 15:42,235,0,0,Kristy Yancy,8058914,Closed,,2013-06-01T03:12:29.250,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1505,5028 NE Northgate Way,Mooresville,WA,28117-6829,Round 3 - 2013,5/31/13 0:00,5/31/13 11:45,5/31/13 15:42,236,97.39,4,Ona Boso,8060778,Closed,,2013-06-01T03:12:33.260,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1104,5029 NE Northgate Way,Garner,WA,27529,Round 3 - 2013,5/31/13 0:00,5/31/13 12:40,5/31/13 14:26,105,100,0,Robbin Cantero,8061168,Closed,,2013-05-31T22:24:39.580,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1290,5030 NE Northgate Way,Saugus,WA,1906,Round 3 - 2013,5/31/13 0:00,5/31/13 12:43,5/31/13 14:24,100,90.46,3,Gilberte Veith,8060979,Closed,,2013-05-31T21:51:42.500,OCP Corp Audit Report.pdf
OCP Corp, Express Audit,Audit,T0755,5031 NE Northgate Way,Fayetteville,WA,28314,Round 3 - 2013,6/3/13 0:00,5/31/13 11:00,5/31/13 14:02,182,1,1,Sylvie Toupin,8059056,Closed,,2013-05-31T21:34:27.297,Yum - FSC Single Department.pdf
OCP Corp,OCP Corp Audit,Audit,T1157,5032 NE Northgate Way,Rochester,WA,14623-6009,Round 3 - 2013,5/31/13 0:00,5/31/13 11:14,5/31/13 14:01,166,89.12,4,Angeles Vickery,8061111,Closed,,2013-05-31T19:00:16.067,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T0755,5033 NE Northgate Way,Fayetteville,WA,28314,Round 3 - 2013,6/3/13 0:00,5/31/13 10:57,5/31/13 13:59,181,93.8,3,Hollie Faller,8061469,Closed,,2013-05-31T21:34:27.803,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T1752,5034 NE Northgate Way,Sandy,WA,84070,Round 3 - 2013,5/31/13 0:00,5/31/13 8:55,5/31/13 13:05,249,94.56,6,Shaunna Lawry,8060726,Closed,,2013-06-02T17:08:39.627,OCP Corp Audit Report.pdf
OCP Corp,OCP Corp Audit,Audit,T2014,5035 NE Northgate Way,Grand Rapids,WA,49512-2049,Round 3 - 2013,5/31/13 0:00,5/31/13 9:39,5/31/13 12:30,170,93.8,3,Edmundo Job,8060490,Closed,,2013-05-31T21:29:52.820,OCP Corp Audit Report.pdf
